YEAR,MO,DY,HR,TWL
2018,7,7,6,3644
2018,7,7,7,3736
2018,7,7,8,3786
2018,7,7,9,3751
2018,7,7,10,3632
2018,7,7,11,3501
2018,7,7,12,3376
2018,7,7,13,3280
2018,7,7,14,3234
2018,7,7,15,3233
2018,7,7,16,3320
2018,7,7,17,3458
2018,7,7,18,3565
2018,7,7,19,3670
2018,7,7,20,3751
2018,7,7,21,3788
2018,7,7,22,3725
2018,7,7,23,3599
2018,7,8,0,3477
2018,7,8,1,3368
2018,7,8,2,3282
2018,7,8,3,3263
2018,7,8,4,3304
2018,7,8,5,3430
2018,7,8,6,3544
2018,7,8,7,3641
2018,7,8,8,3720
2018,7,8,9,3744
2018,7,8,10,3701
2018,7,8,11,3570
2018,7,8,12,3436
2018,7,8,13,3324
2018,7,8,14,3222
2018,7,8,15,3165
2018,7,8,16,3181
2018,7,8,17,3287
2018,7,8,18,3429
2018,7,8,19,3547
2018,7,8,20,3668
2018,7,8,21,3750
2018,7,8,22,3788
2018,7,8,23,3720
2018,7,9,0,3595
2018,7,9,1,3470
2018,7,9,2,3358
2018,7,9,3,3274
2018,7,9,4,3250
2018,7,9,5,3299
2018,7,9,6,3417
2018,7,9,7,3539
2018,7,9,8,3643
2018,7,9,9,3737
2018,7,9,10,3770
2018,7,9,11,3702
2018,7,9,12,3557
2018,7,9,13,3430
2018,7,9,14,3301
2018,7,9,15,3190
2018,7,9,16,3137
2018,7,9,17,3147
2018,7,9,18,3239
2018,7,9,19,3406
2018,7,9,20,3545
2018,7,9,21,3677
2018,7,9,22,3784
2018,7,9,23,3821
2018,7,10,0,3746
2018,7,10,1,3605
2018,7,10,2,3477
2018,7,10,3,3367
2018,7,10,4,3284
2018,7,10,5,3250
2018,7,10,6,3296
2018,7,10,7,3430
2018,7,10,8,3570
2018,7,10,9,3689
2018,7,10,10,3787
2018,7,10,11,3832
2018,7,10,12,3756
2018,7,10,13,3616
2018,7,10,14,3459
2018,7,10,15,3312
2018,7,10,16,3206
2018,7,10,17,3153
2018,7,10,18,3168
2018,7,10,19,3284
2018,7,10,20,3455
2018,7,10,21,3610
2018,7,10,22,3765
2018,7,10,23,3885
2018,7,11,0,3891
2018,7,11,1,3834
2018,7,11,2,3658
2018,7,11,3,3517
2018,7,11,4,3379
2018,7,11,5,3288
2018,7,11,6,3265
2018,7,11,7,3335
2018,7,11,8,3475
2018,7,11,9,3617
2018,7,11,10,3743
2018,7,11,11,3852
2018,7,11,12,3885
2018,7,11,13,3802
2018,7,11,14,3615
2018,7,11,15,3453
2018,7,11,16,3304
2018,7,11,17,3188
2018,7,11,18,3127
2018,7,11,19,3152
2018,7,11,20,3274
2018,7,11,21,3473
2018,7,11,22,3642
2018,7,11,23,3795
2018,7,12,0,3945
2018,7,12,1,3971
2018,7,12,2,3809
2018,7,12,3,3634
2018,7,12,4,3484
2018,7,12,5,3354
2018,7,12,6,3251
2018,7,12,7,3233
2018,7,12,8,3316
2018,7,12,9,3476
2018,7,12,10,3644
2018,7,12,11,3771
2018,7,12,12,3869
2018,7,12,13,3912
2018,7,12,14,3809
2018,7,12,15,3600
2018,7,12,16,3436
2018,7,12,17,3289
2018,7,12,18,3159
2018,7,12,19,3094
2018,7,12,20,3126
2018,7,12,21,3276
2018,7,12,22,3483
2018,7,12,23,3660
2018,7,13,0,3806
2018,7,13,1,3922
2018,7,13,2,3946
2018,7,13,3,3802
2018,7,13,4,3603
2018,7,13,5,3444
2018,7,13,6,3308
2018,7,13,7,3208
2018,7,13,8,3188
2018,7,13,9,3275
2018,7,13,10,3440
2018,7,13,11,3608
2018,7,13,12,3757
2018,7,13,13,3874
2018,7,13,14,3892
2018,7,13,15,3760
2018,7,13,16,3541
2018,7,13,17,3371
2018,7,13,18,3216
2018,7,13,19,3085
2018,7,13,20,3026
2018,7,13,21,3063
2018,7,13,22,3237
2018,7,13,23,3449
2018,7,14,0,3649
2018,7,14,1,3808
2018,7,14,2,3938
2018,7,14,3,3953
2018,7,14,4,3795
2018,7,14,5,3587
2018,7,14,6,3412
2018,7,14,7,3262
2018,7,14,8,3162
2018,7,14,9,3147
2018,7,14,10,3249
2018,7,14,11,3437
2018,7,14,12,3601
2018,7,14,13,3764
2018,7,14,14,3888
2018,7,14,15,3914
2018,7,14,16,3777
2018,7,14,17,3566
2018,7,14,18,3394
2018,7,14,19,3240
2018,7,14,20,3115
2018,7,14,21,3062
2018,7,14,22,3108
2018,7,14,23,3272
2018,7,15,0,3488
2018,7,15,1,3681
2018,7,15,2,3849
2018,7,15,3,3956
2018,7,15,4,3940
2018,7,15,5,3753
2018,7,15,6,3549
2018,7,15,7,3388
2018,7,15,8,3246
2018,7,15,9,3156
2018,7,15,10,3151
2018,7,15,11,3252
2018,7,15,12,3420
2018,7,15,13,3582
2018,7,15,14,3725
2018,7,15,15,3834
2018,7,15,16,3851
2018,7,15,17,3722
2018,7,15,18,3536
2018,7,15,19,3377
2018,7,15,20,3235
2018,7,15,21,3118
2018,7,15,22,3076
2018,7,15,23,3140
2018,7,16,0,3316
2018,7,16,1,3515
2018,7,16,2,3698
2018,7,16,3,3868
2018,7,16,4,3959
2018,7,16,5,3927
2018,7,16,6,3740
2018,7,16,7,3548
2018,7,16,8,3403
2018,7,16,9,3257
2018,7,16,10,3171
2018,7,16,11,3181
2018,7,16,12,3299
2018,7,16,13,3460
2018,7,16,14,3616
2018,7,16,15,3745
2018,7,16,16,3850
2018,7,16,17,3849
2018,7,16,18,3706
2018,7,16,19,3531
2018,7,16,20,3394
2018,7,16,21,3247
2018,7,16,22,3129
2018,7,16,23,3082
2018,7,17,0,3163
2018,7,17,1,3312
2018,7,17,2,3481
2018,7,17,3,3637
2018,7,17,4,3773
2018,7,17,5,3848
2018,7,17,6,3800
2018,7,17,7,3617
2018,7,17,8,3449
2018,7,17,9,3312
2018,7,17,10,3185
2018,7,17,11,3112
2018,7,17,12,3129
2018,7,17,13,3235
2018,7,17,14,3409
2018,7,17,15,3557
2018,7,17,16,3692
2018,7,17,17,3781
2018,7,17,18,3791
2018,7,17,19,3673
2018,7,17,20,3507
2018,7,17,21,3372
2018,7,17,22,3237
2018,7,17,23,3124
2018,7,18,0,3103
2018,7,18,1,3190
2018,7,18,2,3355
2018,7,18,3,3496
2018,7,18,4,3648
2018,7,18,5,3753
2018,7,18,6,3799
2018,7,18,7,3741
2018,7,18,8,3588
2018,7,18,9,3435
2018,7,18,10,3308
2018,7,18,11,3185
2018,7,18,12,3122
2018,7,18,13,3135
2018,7,18,14,3251
2018,7,18,15,3421
2018,7,18,16,3570
2018,7,18,17,3690
2018,7,18,18,3780
2018,7,18,19,3787
2018,7,18,20,3674
2018,7,18,21,3546
2018,7,18,22,3395
2018,7,18,23,3262
2018,7,19,0,3196
2018,7,19,1,3181
2018,7,19,2,3256
2018,7,19,3,3412
2018,7,19,4,3572
2018,7,19,5,3710
2018,7,19,6,3815
2018,7,19,7,3860
2018,7,19,8,3756
2018,7,19,9,3610
2018,7,19,10,3479
2018,7,19,11,3349
2018,7,19,12,3250
2018,7,19,13,3200
2018,7,19,14,3218
2018,7,19,15,3313
2018,7,19,16,3467
2018,7,19,17,3595
2018,7,19,18,3718
2018,7,19,19,3802
2018,7,19,20,3809
2018,7,19,21,3723
2018,7,19,22,3578
2018,7,19,23,3455
2018,7,20,0,3335
2018,7,20,1,3262
2018,7,20,2,3256
2018,7,20,3,3337
2018,7,20,4,3478
2018,7,20,5,3605
2018,7,20,6,3719
2018,7,20,7,3803
2018,7,20,8,3829
2018,7,20,9,3756
2018,7,20,10,3602
2018,7,20,11,3475
2018,7,20,12,3342
2018,7,20,13,3243
2018,7,20,14,3193
2018,7,20,15,3222
2018,7,20,16,3342
2018,7,20,17,3493
2018,7,20,18,3615
2018,7,20,19,3728
2018,7,20,20,3812
2018,7,20,21,3796
2018,7,20,22,3684
2018,7,20,23,3561
2018,7,21,0,3451
2018,7,21,1,3347
2018,7,21,2,3269
2018,7,21,3,3251
2018,7,21,4,3324
2018,7,21,5,3454
2018,7,21,6,3583
2018,7,21,7,3670
2018,7,21,8,3749
2018,7,21,9,3754
2018,7,21,10,3664
2018,7,21,11,3539
2018,7,21,12,3408
2018,7,21,13,3285
2018,7,21,14,3192
2018,7,21,15,3156
2018,7,21,16,3175
2018,7,21,17,3277
2018,7,21,18,3430
2018,7,21,19,3558
2018,7,21,20,3658
2018,7,21,21,3709
2018,7,21,22,3703
2018,7,21,23,3592
2018,7,22,0,3482
2018,7,22,1,3376
2018,7,22,2,3290
2018,7,22,3,3268
2018,7,22,4,3279
2018,7,22,5,3329
2018,7,22,6,3425
2018,7,22,7,3547
2018,7,22,8,3628
2018,7,22,9,3708
2018,7,22,10,3732
2018,7,22,11,3644
2018,7,22,12,3506
2018,7,22,13,3380
2018,7,22,14,3271
2018,7,22,15,3184
2018,7,22,16,3149
2018,7,22,17,3179
2018,7,22,18,3294
2018,7,22,19,3440
2018,7,22,20,3609
2018,7,22,21,3659
2018,7,22,22,3746
2018,7,22,23,3724
2018,7,23,0,3629
2018,7,23,1,3568
2018,7,23,2,3448
2018,7,23,3,3341
2018,7,23,4,3280
2018,7,23,5,3295
2018,7,23,6,3376
2018,7,23,7,3481
2018,7,23,8,3572
2018,7,23,9,3682
2018,7,23,10,3779
2018,7,23,11,3730
2018,7,23,12,3649
2018,7,23,13,3558
2018,7,23,14,3404
2018,7,23,15,3309
2018,7,23,16,3232
2018,7,23,17,3193
2018,7,23,18,3256
2018,7,23,19,3390
2018,7,23,20,3471
2018,7,23,21,3633
2018,7,23,22,3712
2018,7,23,23,3790
2018,7,24,0,3801
2018,7,24,1,3695
2018,7,24,2,3548
2018,7,24,3,3423
2018,7,24,4,3339
2018,7,24,5,3301
2018,7,24,6,3322
2018,7,24,7,3423
2018,7,24,8,3480
2018,7,24,9,3619
2018,7,24,10,3716
2018,7,24,11,3772
2018,7,24,12,3759
2018,7,24,13,3650
2018,7,24,14,3504
2018,7,24,15,3376
2018,7,24,16,3265
2018,7,24,17,3206
2018,7,24,18,3186
2018,7,24,19,3241
2018,7,24,20,3379
2018,7,24,21,3486
2018,7,24,22,3633
2018,7,24,23,3752
2018,7,25,0,3815
2018,7,25,1,3785
2018,7,25,2,3653
2018,7,25,3,3505
2018,7,25,4,3412
2018,7,25,5,3329
2018,7,25,6,3284
2018,7,25,7,3310
2018,7,25,8,3411
2018,7,25,9,3541
2018,7,25,10,3642
2018,7,25,11,3738
2018,7,25,12,3780
2018,7,25,13,3734
2018,7,25,14,3607
2018,7,25,15,3476
2018,7,25,16,3355
2018,7,25,17,3252
2018,7,25,18,3179
2018,7,25,19,3173
2018,7,25,20,3259
2018,7,25,21,3415
2018,7,25,22,3529
2018,7,25,23,3649
2018,7,26,0,3757
2018,7,26,1,3792
2018,7,26,2,3717
2018,7,26,3,3579
2018,7,26,4,3453
2018,7,26,5,3343
2018,7,26,6,3250
2018,7,26,7,3225
2018,7,26,8,3276
2018,7,26,9,3389
2018,7,26,10,3508
2018,7,26,11,3612
2018,7,26,12,3692
2018,7,26,13,3724
2018,7,26,14,3648
2018,7,26,15,3504
2018,7,26,16,3393
2018,7,26,17,3284
2018,7,26,18,3191
2018,7,26,19,3149
2018,7,26,20,3171
2018,7,26,21,3279
2018,7,26,22,3434
2018,7,26,23,3567
2018,7,27,0,3693
2018,7,27,1,3773
2018,7,27,2,3776
2018,7,27,3,3655
2018,7,27,4,3528
2018,7,27,5,3413
2018,7,27,6,3288
2018,7,27,7,3216
2018,7,27,8,3213
2018,7,27,9,3288
2018,7,27,10,3436
2018,7,27,11,3537
2018,7,27,12,3635
2018,7,27,13,3704
2018,7,27,14,3723
2018,7,27,15,3628
2018,7,27,16,3489
2018,7,27,17,3356
2018,7,27,18,3244
2018,7,27,19,3147
2018,7,27,20,3122
2018,7,27,21,3183
2018,7,27,22,3314
2018,7,27,23,3466
2018,7,28,0,3603
2018,7,28,1,3723
2018,7,28,2,3786
2018,7,28,3,3749
2018,7,28,4,3628
2018,7,28,5,3495
2018,7,28,6,3373
2018,7,28,7,3275
2018,7,28,8,3223
2018,7,28,9,3261
2018,7,28,10,3368
2018,7,28,11,3501
2018,7,28,12,3615
2018,7,28,13,3700
2018,7,28,14,3768
2018,7,28,15,3737
2018,7,28,16,3604
2018,7,28,17,3457
2018,7,28,18,3340
2018,7,28,19,3239
2018,7,28,20,3163
2018,7,28,21,3170
2018,7,28,22,3271
2018,7,28,23,3405
2018,7,29,0,3553
2018,7,29,1,3674
2018,7,29,2,3768
2018,7,29,3,3799
2018,7,29,4,3728
2018,7,29,5,3608
2018,7,29,6,3477
2018,7,29,7,3357
2018,7,29,8,3267
2018,7,29,9,3237
2018,7,29,10,3285
2018,7,29,11,3402
2018,7,29,12,3523
2018,7,29,13,3632
2018,7,29,14,3720
2018,7,29,15,3740
2018,7,29,16,3604
2018,7,29,17,3503
2018,7,29,18,3393
2018,7,29,19,3250
2018,7,29,20,3158
2018,7,29,21,3119
2018,7,29,22,3155
2018,7,29,23,3265
2018,7,30,0,3419
2018,7,30,1,3550
2018,7,30,2,3677
2018,7,30,3,3740
2018,7,30,4,3735
2018,7,30,5,3614
2018,7,30,6,3470
2018,7,30,7,3354
2018,7,30,8,3242
2018,7,30,9,3180
2018,7,30,10,3191
2018,7,30,11,3279
2018,7,30,12,3423
2018,7,30,13,3551
2018,7,30,14,3643
2018,7,30,15,3709
2018,7,30,16,3695
2018,7,30,17,3584
2018,7,30,18,3437
2018,7,30,19,3331
2018,7,30,20,3207
2018,7,30,21,3133
2018,7,30,22,3117
2018,7,30,23,3189
2018,7,31,0,3337
2018,7,31,1,3478
2018,7,31,2,3601
2018,7,31,3,3696
2018,7,31,4,3752
2018,7,31,5,3710
2018,7,31,6,3572
2018,7,31,7,3426
2018,7,31,8,3331
2018,7,31,9,3242
2018,7,31,10,3203
2018,7,31,11,3231
2018,7,31,12,3354
2018,7,31,13,3503
2018,7,31,14,3620
2018,7,31,15,3729
2018,7,31,16,3784
2018,7,31,17,3739
2018,7,31,18,3608
2018,7,31,19,3481
2018,7,31,20,3356
2018,7,31,21,3255
2018,7,31,22,3213
2018,7,31,23,3231
2018,8,1,0,3337
2018,8,1,1,3476
2018,8,1,2,3593
2018,8,1,3,3714
2018,8,1,4,3812
2018,8,1,5,3822
2018,8,1,6,3716
2018,8,1,7,3560
2018,8,1,8,3439
2018,8,1,9,3320
2018,8,1,10,3252
2018,8,1,11,3258
2018,8,1,12,3327
2018,8,1,13,3469
2018,8,1,14,3580
2018,8,1,15,3696
2018,8,1,16,3809
2018,8,1,17,3804
2018,8,1,18,3733
2018,8,1,19,3593
2018,8,1,20,3473
2018,8,1,21,3359
2018,8,1,22,3255
2018,8,1,23,3236
2018,8,2,0,3266
2018,8,2,1,3381
2018,8,2,2,3524
2018,8,2,3,3621
2018,8,2,4,3761
2018,8,2,5,3805
2018,8,2,6,3743
2018,8,2,7,3605
2018,8,2,8,3485
2018,8,2,9,3370
2018,8,2,10,3281
2018,8,2,11,3223
2018,8,2,12,3233
2018,8,2,13,3315
2018,8,2,14,3454
2018,8,2,15,3576
2018,8,2,16,3686
2018,8,2,17,3763
2018,8,2,18,3771
2018,8,2,19,3701
2018,8,2,20,3556
2018,8,2,21,3446
2018,8,2,22,3347
2018,8,2,23,3283
2018,8,3,0,3275
2018,8,3,1,3358
2018,8,3,2,3487
2018,8,3,3,3587
2018,8,3,4,3706
2018,8,3,5,3797
2018,8,3,6,3844
2018,8,3,7,3753
2018,8,3,8,3628
2018,8,3,9,3506
2018,8,3,10,3392
2018,8,3,11,3297
2018,8,3,12,3254
2018,8,3,13,3298
2018,8,3,14,3395
2018,8,3,15,3521
2018,8,3,16,3629
2018,8,3,17,3732
2018,8,3,18,3795
2018,8,3,19,3789
2018,8,3,20,3671
2018,8,3,21,3551
2018,8,3,22,3446
2018,8,3,23,3354
2018,8,4,0,3275
2018,8,4,1,3282
2018,8,4,2,3361
2018,8,4,3,3492
2018,8,4,4,3618
2018,8,4,5,3713
2018,8,4,6,3790
2018,8,4,7,3780
2018,8,4,8,3685
2018,8,4,9,3561
2018,8,4,10,3452
2018,8,4,11,3335
2018,8,4,12,3248
2018,8,4,13,3213
2018,8,4,14,3236
2018,8,4,15,3355
2018,8,4,16,3500
2018,8,4,17,3612
2018,8,4,18,3712
2018,8,4,19,3774
2018,8,4,20,3754
2018,8,4,21,3660
2018,8,4,22,3529
2018,8,4,23,3426
2018,8,5,0,3344
2018,8,5,1,3297
2018,8,5,2,3306
2018,8,5,3,3413
2018,8,5,4,3536
2018,8,5,5,3635
2018,8,5,6,3736
2018,8,5,7,3794
2018,8,5,8,3787
2018,8,5,9,3689
2018,8,5,10,3568
2018,8,5,11,3455
2018,8,5,12,3343
2018,8,5,13,3264
2018,8,5,14,3242
2018,8,5,15,3300
2018,8,5,16,3416
2018,8,5,17,3545
2018,8,5,18,3668
2018,8,5,19,3774
2018,8,5,20,3828
2018,8,5,21,3801
2018,8,5,22,3687
2018,8,5,23,3559
2018,8,6,0,3446
2018,8,6,1,3361
2018,8,6,2,3315
2018,8,6,3,3335
2018,8,6,4,3419
2018,8,6,5,3560
2018,8,6,6,3623
2018,8,6,7,3750
2018,8,6,8,3796
2018,8,6,9,3789
2018,8,6,10,3684
2018,8,6,11,3547
2018,8,6,12,3399
2018,8,6,13,3280
2018,8,6,14,3191
2018,8,6,15,3176
2018,8,6,16,3238
2018,8,6,17,3354
2018,8,6,18,3489
2018,8,6,19,3614
2018,8,6,20,3734
2018,8,6,21,3807
2018,8,6,22,3811
2018,8,6,23,3717
2018,8,7,0,3573
2018,8,7,1,3456
2018,8,7,2,3368
2018,8,7,3,3321
2018,8,7,4,3332
2018,8,7,5,3429
2018,8,7,6,3558
2018,8,7,7,3644
2018,8,7,8,3746
2018,8,7,9,3799
2018,8,7,10,3789
2018,8,7,11,3662
2018,8,7,12,3515
2018,8,7,13,3387
2018,8,7,14,3261
2018,8,7,15,3173
2018,8,7,16,3156
2018,8,7,17,3177
2018,8,7,18,3310
2018,8,7,19,3473
2018,8,7,20,3602
2018,8,7,21,3716
2018,8,7,22,3791
2018,8,7,23,3817
2018,8,8,0,3691
2018,8,8,1,3539
2018,8,8,2,3426
2018,8,8,3,3322
2018,8,8,4,3256
2018,8,8,5,3272
2018,8,8,6,3359
2018,8,8,7,3492
2018,8,8,8,3603
2018,8,8,9,3709
2018,8,8,10,3787
2018,8,8,11,3793
2018,8,8,12,3667
2018,8,8,13,3505
2018,8,8,14,3359
2018,8,8,15,3235
2018,8,8,16,3140
2018,8,8,17,3101
2018,8,8,18,3162
2018,8,8,19,3295
2018,8,8,20,3458
2018,8,8,21,3607
2018,8,8,22,3745
2018,8,8,23,3829
2018,8,9,0,3823
2018,8,9,1,3693
2018,8,9,2,3520
2018,8,9,3,3388
2018,8,9,4,3279
2018,8,9,5,3205
2018,8,9,6,3193
2018,8,9,7,3273
2018,8,9,8,3432
2018,8,9,9,3564
2018,8,9,10,3679
2018,8,9,11,3766
2018,8,9,12,3765
2018,8,9,13,3629
2018,8,9,14,3453
2018,8,9,15,3306
2018,8,9,16,3173
2018,8,9,17,3073
2018,8,9,18,3035
2018,8,9,19,3101
2018,8,9,20,3255
2018,8,9,21,3442
2018,8,9,22,3603
2018,8,9,23,3744
2018,8,10,0,3846
2018,8,10,1,3838
2018,8,10,2,3680
2018,8,10,3,3488
2018,8,10,4,3345
2018,8,10,5,3215
2018,8,10,6,3126
2018,8,10,7,3154
2018,8,10,8,3257
2018,8,10,9,3436
2018,8,10,10,3593
2018,8,10,11,3725
2018,8,10,12,3823
2018,8,10,13,3825
2018,8,10,14,3676
2018,8,10,15,3490
2018,8,10,16,3336
2018,8,10,17,3196
2018,8,10,18,3090
2018,8,10,19,3045
2018,8,10,20,3115
2018,8,10,21,3264
2018,8,10,22,3494
2018,8,10,23,3580
2018,8,11,0,3763
2018,8,11,1,3887
2018,8,11,2,3886
2018,8,11,3,3711
2018,8,11,4,3516
2018,8,11,5,3378
2018,8,11,6,3230
2018,8,11,7,3129
2018,8,11,8,3132
2018,8,11,9,3250
2018,8,11,10,3446
2018,8,11,11,3618
2018,8,11,12,3766
2018,8,11,13,3859
2018,8,11,14,3861
2018,8,11,15,3695
2018,8,11,16,3486
2018,8,11,17,3332
2018,8,11,18,3176
2018,8,11,19,3066
2018,8,11,20,3056
2018,8,11,21,3061
2018,8,11,22,3249
2018,8,11,23,3446
2018,8,12,0,3643
2018,8,12,1,3806
2018,8,12,2,3883
2018,8,12,3,3832
2018,8,12,4,3635
2018,8,12,5,3439
2018,8,12,6,3297
2018,8,12,7,3153
2018,8,12,8,3079
2018,8,12,9,3110
2018,8,12,10,3227
2018,8,12,11,3411
2018,8,12,12,3581
2018,8,12,13,3722
2018,8,12,14,3816
2018,8,12,15,3801
2018,8,12,16,3629
2018,8,12,17,3426
2018,8,12,18,3292
2018,8,12,19,3133
2018,8,12,20,3004
2018,8,12,21,2971
2018,8,12,22,3048
2018,8,12,23,3232
2018,8,13,0,3442
2018,8,13,1,3631
2018,8,13,2,3779
2018,8,13,3,3847
2018,8,13,4,3763
2018,8,13,5,3557
2018,8,13,6,3388
2018,8,13,7,3239
2018,8,13,8,3095
2018,8,13,9,3021
2018,8,13,10,3047
2018,8,13,11,3184
2018,8,13,12,3385
2018,8,13,13,3555
2018,8,13,14,3715
2018,8,13,15,3810
2018,8,13,16,3790
2018,8,13,17,3618
2018,8,13,18,3427
2018,8,13,19,3275
2018,8,13,20,3131
2018,8,13,21,3030
2018,8,13,22,3014
2018,8,13,23,3121
2018,8,14,0,3316
2018,8,14,1,3508
2018,8,14,2,3682
2018,8,14,3,3803
2018,8,14,4,3847
2018,8,14,5,3753
2018,8,14,6,3560
2018,8,14,7,3387
2018,8,14,8,3227
2018,8,14,9,3098
2018,8,14,10,3043
2018,8,14,11,3084
2018,8,14,12,3232
2018,8,14,13,3419
2018,8,14,14,3593
2018,8,14,15,3720
2018,8,14,16,3812
2018,8,14,17,3778
2018,8,14,18,3601
2018,8,14,19,3418
2018,8,14,20,3276
2018,8,14,21,3148
2018,8,14,22,3075
2018,8,14,23,3076
2018,8,15,0,3189
2018,8,15,1,3371
2018,8,15,2,3538
2018,8,15,3,3686
2018,8,15,4,3797
2018,8,15,5,3812
2018,8,15,6,3687
2018,8,15,7,3504
2018,8,15,8,3358
2018,8,15,9,3217
2018,8,15,10,3108
2018,8,15,11,3062
2018,8,15,12,3122
2018,8,15,13,3265
2018,8,15,14,3434
2018,8,15,15,3588
2018,8,15,16,3721
2018,8,15,17,3787
2018,8,15,18,3740
2018,8,15,19,3583
2018,8,15,20,3428
2018,8,15,21,3290
2018,8,15,22,3180
2018,8,15,23,3129
2018,8,16,0,3157
2018,8,16,1,3255
2018,8,16,2,3419
2018,8,16,3,3560
2018,8,16,4,3700
2018,8,16,5,3786
2018,8,16,6,3772
2018,8,16,7,3640
2018,8,16,8,3484
2018,8,16,9,3341
2018,8,16,10,3216
2018,8,16,11,3117
2018,8,16,12,3099
2018,8,16,13,3168
2018,8,16,14,3306
2018,8,16,15,3450
2018,8,16,16,3584
2018,8,16,17,3696
2018,8,16,18,3750
2018,8,16,19,3706
2018,8,16,20,3548
2018,8,16,21,3407
2018,8,16,22,3294
2018,8,16,23,3190
2018,8,17,0,3138
2018,8,17,1,3160
2018,8,17,2,3259
2018,8,17,3,3399
2018,8,17,4,3516
2018,8,17,5,3623
2018,8,17,6,3680
2018,8,17,7,3661
2018,8,17,8,3544
2018,8,17,9,3396
2018,8,17,10,3272
2018,8,17,11,3164
2018,8,17,12,3083
2018,8,17,13,3070
2018,8,17,14,3135
2018,8,17,15,3269
2018,8,17,16,3404
2018,8,17,17,3511
2018,8,17,18,3611
2018,8,17,19,3653
2018,8,17,20,3613
2018,8,17,21,3462
2018,8,17,22,3343
2018,8,17,23,3236
2018,8,18,0,3176
2018,8,18,1,3132
2018,8,18,2,3162
2018,8,18,3,3261
2018,8,18,4,3394
2018,8,18,5,3493
2018,8,18,6,3579
2018,8,18,7,3609
2018,8,18,8,3591
2018,8,18,9,3487
2018,8,18,10,3358
2018,8,18,11,3245
2018,8,18,12,3145
2018,8,18,13,3095
2018,8,18,14,3078
2018,8,18,15,3148
2018,8,18,16,3280
2018,8,18,17,3398
2018,8,18,18,3515
2018,8,18,19,3606
2018,8,18,20,3644
2018,8,18,21,3596
2018,8,18,22,3484
2018,8,18,23,3379
2018,8,19,0,3295
2018,8,19,1,3215
2018,8,19,2,3183
2018,8,19,3,3222
2018,8,19,4,3310
2018,8,19,5,3407
2018,8,19,6,3513
2018,8,19,7,3607
2018,8,19,8,3633
2018,8,19,9,3595
2018,8,19,10,3499
2018,8,19,11,3392
2018,8,19,12,3303
2018,8,19,13,3206
2018,8,19,14,3136
2018,8,19,15,3132
2018,8,19,16,3197
2018,8,19,17,3326
2018,8,19,18,3435
2018,8,19,19,3553
2018,8,19,20,3631
2018,8,19,21,3675
2018,8,19,22,3602
2018,8,19,23,3503
2018,8,20,0,3402
2018,8,20,1,3322
2018,8,20,2,3252
2018,8,20,3,3223
2018,8,20,4,3266
2018,8,20,5,3369
2018,8,20,6,3464
2018,8,20,7,3544
2018,8,20,8,3613
2018,8,20,9,3644
2018,8,20,10,3625
2018,8,20,11,3514
2018,8,20,12,3399
2018,8,20,13,3300
2018,8,20,14,3215
2018,8,20,15,3154
2018,8,20,16,3148
2018,8,20,17,3230
2018,8,20,18,3358
2018,8,20,19,3471
2018,8,20,20,3571
2018,8,20,21,3633
2018,8,20,22,3669
2018,8,20,23,3632
2018,8,21,0,3530
2018,8,21,1,3434
2018,8,21,2,3341
2018,8,21,3,3268
2018,8,21,4,3240
2018,8,21,5,3290
2018,8,21,6,3395
2018,8,21,7,3488
2018,8,21,8,3573
2018,8,21,9,3656
2018,8,21,10,3688
2018,8,21,11,3648
2018,8,21,12,3541
2018,8,21,13,3425
2018,8,21,14,3312
2018,8,21,15,3224
2018,8,21,16,3171
2018,8,21,17,3184
2018,8,21,18,3270
2018,8,21,19,3395
2018,8,21,20,3500
2018,8,21,21,3602
2018,8,21,22,3701
2018,8,21,23,3744
2018,8,22,0,3703
2018,8,22,1,3587
2018,8,22,2,3462
2018,8,22,3,3370
2018,8,22,4,3304
2018,8,22,5,3289
2018,8,22,6,3339
2018,8,22,7,3456
2018,8,22,8,3567
2018,8,22,9,3644
2018,8,22,10,3714
2018,8,22,11,3750
2018,8,22,12,3701
2018,8,22,13,3599
2018,8,22,14,3485
2018,8,22,15,3390
2018,8,22,16,3298
2018,8,22,17,3260
2018,8,22,18,3286
2018,8,22,19,3375
2018,8,22,20,3502
2018,8,22,21,3606
2018,8,22,22,3722
2018,8,22,23,3807
2018,8,23,0,3839
2018,8,23,1,3758
2018,8,23,2,3631
2018,8,23,3,3519
2018,8,23,4,3434
2018,8,23,5,3367
2018,8,23,6,3359
2018,8,23,7,3430
2018,8,23,8,3546
2018,8,23,9,3647
2018,8,23,10,3734
2018,8,23,11,3814
2018,8,23,12,3834
2018,8,23,13,3771
2018,8,23,14,3630
2018,8,23,15,3508
2018,8,23,16,3408
2018,8,23,17,3334
2018,8,23,18,3306
2018,8,23,19,3333
2018,8,23,20,3449
2018,8,23,21,3586
2018,8,23,22,3707
2018,8,23,23,3813
2018,8,24,0,3885
2018,8,24,1,3888
2018,8,24,2,3767
2018,8,24,3,3637
2018,8,24,4,3528
2018,8,24,5,3426
2018,8,24,6,3369
2018,8,24,7,3380
2018,8,24,8,3470
2018,8,24,9,3597
2018,8,24,10,3716
2018,8,24,11,3817
2018,8,24,12,3890
2018,8,24,13,3896
2018,8,24,14,3766
2018,8,24,15,3656
2018,8,24,16,3516
2018,8,24,17,3400
2018,8,24,18,3326
